Date,Open,High,Low,Close,Adj Close,Ticker,Volume
2015-04-30,3.380100011825561,3.380100011825561,3.288100004196167,3.380100011825561,3.380100011825561,EURBRL=X,
2015-05-03,3.380100011825561,3.4335999488830566,3.33240008354187,3.380100011825561,3.380100011825561,EURBRL=X,
2015-05-04,3.4374001026153564,3.4374001026153564,3.400000095367432,3.4374001026153564,3.4374001026153564,EURBRL=X,
2015-05-05,3.4142000675201416,3.4670000076293945,3.4094998836517334,3.4142000675201416,3.4142000675201416,EURBRL=X,
2015-05-06,3.4094998836517334,3.450200080871582,3.408400058746338,3.434799909591675,3.434799909591675,EURBRL=X,
2015-05-07,3.398600101470948,3.4133999347686768,3.3420000076293945,3.3970000743865967,3.3970000743865967,EURBRL=X,
2015-05-10,3.330699920654297,3.388499975204468,3.294800043106079,3.330699920654297,3.330699920654297,EURBRL=X,
2015-05-11,3.4056999683380127,3.4518001079559326,3.3910000324249268,3.4056999683380127,3.4056999683380127,EURBRL=X,
2015-05-12,3.3845999240875244,3.437700033187866,3.363899946212769,3.3845999240875244,3.3845999240875244,EURBRL=X,
2015-05-13,3.4453999996185303,3.4746999740600586,3.398200035095215,3.446199893951416,3.446199893951416,EURBRL=X,
2015-05-14,3.4102001190185547,3.414999961853028,3.3754000663757324,3.408600091934204,3.408600091934204,EURBRL=X,
2015-05-17,3.426399946212769,3.4298999309539795,3.3754000663757324,3.426399946212769,3.426399946212769,EURBRL=X,
2015-05-18,3.404400110244751,3.4047000408172607,3.347899913787842,3.404400110244751,3.404400110244751,EURBRL=X,
2015-05-19,3.3782999515533447,3.3828999996185303,3.352799892425537,3.379899978637696,3.379899978637696,EURBRL=X,
2015-05-20,3.333400011062622,3.38319993019104,3.3266000747680664,3.331700086593628,3.331700086593628,EURBRL=X,
2015-05-21,3.374000072479248,3.406399965286255,3.369499921798706,3.374000072479248,3.374000072479248,EURBRL=X,
2015-05-24,3.37940001487732,3.435400009155273,3.377000093460083,3.403599977493286,3.403599977493286,EURBRL=X,
2015-05-25,3.377000093460083,3.4319000244140625,3.368000030517578,3.3929998874664307,3.3929998874664307,EURBRL=X,
2015-05-26,3.4260001182556152,3.457900047302246,3.4177000522613525,3.4277000427246094,3.4277000427246094,EURBRL=X,
2015-05-27,3.4182000160217285,3.4672999382019043,3.410099983215332,3.4196999073028564,3.4196999073028564,EURBRL=X,
2015-05-28,3.4607999324798584,3.5009000301361084,3.4377999305725098,3.462399959564209,3.462399959564209,EURBRL=X,
2015-05-31,3.490600109100342,3.5069000720977783,3.4475998878479004,3.490600109100342,3.490600109100342,EURBRL=X,
2015-06-01,3.463200092315674,3.5118000507354736,3.4477999210357666,3.4614999294281006,3.4614999294281006,EURBRL=X,
2015-06-02,3.486299991607666,3.5132999420166016,3.4677999019622803,3.4881999492645264,3.4881999492645264,EURBRL=X,
2015-06-03,3.5288000106811523,3.563199996948242,3.5174999237060547,3.526400089263916,3.526400089263916,EURBRL=X,
2015-06-04,3.521199941635132,3.540499925613404,3.448899984359741,3.5195000171661377,3.5195000171661377,EURBRL=X,
2015-06-07,3.489300012588501,3.5123000144958496,3.479700088500977,3.489300012588501,3.489300012588501,EURBRL=X,
2015-06-08,3.5064001083374023,3.527100086212158,3.469899892807007,3.5083000659942627,3.5083000659942627,EURBRL=X,
2015-06-09,3.4960999488830566,3.5102999210357666,3.461100101470948,3.4960999488830566,3.4960999488830566,EURBRL=X,
2015-06-10,3.522200107574463,3.553999900817871,3.4895999431610107,3.522200107574463,3.522200107574463,EURBRL=X,
2015-06-11,3.47160005569458,3.5148000717163086,3.445499897003174,3.469799995422364,3.469799995422364,EURBRL=X,
2015-06-14,3.50979995727539,3.515500068664551,3.476599931716919,3.50979995727539,3.50979995727539,EURBRL=X,
2015-06-15,3.5220000743865967,3.5381999015808105,3.479700088500977,3.5220000743865967,3.5220000743865967,EURBRL=X,
2015-06-16,3.470599889755249,3.4944000244140625,3.4521000385284424,3.470599889755249,3.470599889755249,EURBRL=X,
2015-06-17,3.4521000385284424,3.4890999794006348,3.4521000385284424,3.4679999351501465,3.4679999351501465,EURBRL=X,
2015-06-18,3.483999967575073,3.5013999938964844,3.4363999366760254,3.478699922561645,3.478699922561645,EURBRL=X,
2015-06-21,3.51259994506836,3.526400089263916,3.4876999855041504,3.51259994506836,3.51259994506836,EURBRL=X,
2015-06-22,3.499599933624268,3.499599933624268,3.443700075149536,3.499599933624268,3.499599933624268,EURBRL=X,
2015-06-23,3.436300039291382,3.458699941635132,3.423500061035156,3.4330999851226807,3.4330999851226807,EURBRL=X,
2015-06-24,3.468100070953369,3.495800018310547,3.4409000873565674,3.468100070953369,3.468100070953369,EURBRL=X,
2015-06-25,3.500600099563598,3.513499975204468,3.477799892425537,3.500600099563598,3.500600099563598,EURBRL=X,
2015-06-28,3.478699922561645,3.509999990463257,3.4416000843048096,3.490400075912476,3.490400075912476,EURBRL=X,
2015-06-29,3.4932000637054443,3.496400117874145,3.4521000385284424,3.4932000637054443,3.4932000637054443,EURBRL=X,
2015-06-30,3.4626998901367188,3.4637999534606934,3.436800003051758,3.4626998901367188,3.4626998901367188,EURBRL=X,
