top_k,auc,acc
10,0.639806440773496,0.5927299996053202
11,0.6422060625617332,0.5941771585691544
18,0.655752289059553,0.6039125915985845
24,0.6583553942386495,0.6059649261291129
27,0.6609308344060814,0.6093723276894134
27,0.6609308344060814,0.6093723276894134
23,0.6598061731726661,0.606306981884201
11,0.6422060625617332,0.5941771585691544
11,0.6422060625617332,0.5941771585691544
13,0.6463672769724806,0.5953743537119628
